,Variable Name,Variable Label,Variable Type
235,port_act_berths_1,"Type 1: ##PORT_TYPE-RC## Actual/ Estimated # of berths (-1: Don't know, 1: No.)",Numeric
236,port_plan_life_1,"Type 1: ##PORT_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
237,port_est_life_1,"Type 1: ##PORT_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
238,port_rework_1,"Type 1: ##PORT_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
239,port_const_location_2,"Type 2: ##PORT_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
240,port_conflict_2,"Type 2: ##PORT_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 1: Yes, 2: No)",Numeric
241,port_location_2,"Type 2: ##PORT_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
242,port_cargo_equip_2,"Type 2: ##PORT_TYPE-RC## Did/Does the project include the installation of cargo  (-1: Don't Know, 0: No, 1: Yes)",Numeric
243,port_plan_sites_2,"Type 2: ##PORT_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
244,port_act_sites_2,"Type 2: ##PORT_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
245,port_plan_berths_2,"Type 2: ##PORT_TYPE-RC## Planned # of berths (-1: Don't know, 1: No.)",Numeric
246,port_act_berths_2,"Type 2: ##PORT_TYPE-RC## Actual/ Estimated # of berths (-1: Don't know, 1: No.)",Numeric
247,port_plan_life_2,"Type 2: ##PORT_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
248,port_est_life_2,"Type 2: ##PORT_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
249,port_rework_2,"Type 2: ##PORT_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
250,build_ss_item,"Does this sub-award include any single-story buildings? (0: No, 1: Yes)",Integer
251,build_ss_const_location_1,"Type 1: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
252,build_ss_conflict_1,"Type 1: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
253,build_ss_prefab_1,"Type 1: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
254,build_ss_energy_eff_1,"Type 1: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
255,build_ss_green_std_1,"Type 1: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
256,build_ss_non_haz_mate_1,Type 1: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
257,build_ss_disab_1,"Type 1: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
258,build_ss_plan_life_1,"Type 1: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Integer
259,build_ss_est_life_1,"Type 1: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Integer
260,build_ss_rework_1,"Type 1: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
261,build_ss_const_location_2,"Type 2: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
262,build_ss_conflict_2,"Type 2: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
263,build_ss_prefab_2,"Type 2: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
264,build_ss_energy_eff_2,"Type 2: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
265,build_ss_green_std_2,"Type 2: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
266,build_ss_non_haz_mate_2,Type 2: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
267,build_ss_disab_2,"Type 2: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
268,build_ss_plan_life_2,"Type 2: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Integer
269,build_ss_est_life_2,"Type 2: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Integer
270,build_ss_rework_2,"Type 2: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
271,build_ss_const_location_3,"Type 3: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
272,build_ss_conflict_3,"Type 3: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
273,build_ss_prefab_3,"Type 3: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
274,build_ss_energy_eff_3,"Type 3: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
275,build_ss_green_std_3,"Type 3: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
276,build_ss_non_haz_mate_3,Type 3: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
277,build_ss_disab_3,"Type 3: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
278,build_ss_plan_life_3,"Type 3: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Integer
279,build_ss_est_life_3,"Type 3: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Integer
280,build_ss_rework_3,"Type 3: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
281,build_ss_const_location_4,"Type 4: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
282,build_ss_conflict_4,"Type 4: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
283,build_ss_prefab_4,"Type 4: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
284,build_ss_energy_eff_4,"Type 4: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
285,build_ss_green_std_4,"Type 4: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
286,build_ss_non_haz_mate_4,Type 4: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
287,build_ss_disab_4,"Type 4: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
288,build_ss_plan_life_4,"Type 4: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Integer
289,build_ss_est_life_4,"Type 4: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Integer
290,build_ss_rework_4,"Type 4: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
291,build_ss_const_location_5,"Type 5: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
292,build_ss_conflict_5,"Type 5: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
293,build_ss_prefab_5,"Type 5: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Numeric
294,build_ss_energy_eff_5,"Type 5: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Numeric
295,build_ss_green_std_5,"Type 5: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
296,build_ss_non_haz_mate_5,Type 5: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Numeric
297,build_ss_disab_5,"Type 5: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
298,build_ss_plan_life_5,"Type 5: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Numeric
299,build_ss_est_life_5,"Type 5: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Numeric
300,build_ss_rework_5,"Type 5: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
301,build_ss_const_location_6,"Type 6: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
302,build_ss_conflict_6,"Type 6: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
303,build_ss_prefab_6,"Type 6: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
304,build_ss_energy_eff_6,"Type 6: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
305,build_ss_green_std_6,"Type 6: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
306,build_ss_non_haz_mate_6,Type 6: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
307,build_ss_disab_6,"Type 6: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
308,build_ss_plan_life_6,"Type 6: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Integer
309,build_ss_est_life_6,"Type 6: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Integer
310,build_ss_rework_6,"Type 6: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
311,build_ss_const_location_7,"Type 7: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
312,build_ss_conflict_7,"Type 7: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
313,build_ss_prefab_7,"Type 7: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
314,build_ss_energy_eff_7,"Type 7: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
315,build_ss_green_std_7,"Type 7: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
316,build_ss_non_haz_mate_7,Type 7: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
317,build_ss_disab_7,"Type 7: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
318,build_ss_plan_life_7,"Type 7: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Integer
319,build_ss_est_life_7,"Type 7: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Integer
320,build_ss_rework_7,"Type 7: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
321,build_ss_const_location_8,"Type 8: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
322,build_ss_conflict_8,"Type 8: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
323,build_ss_prefab_8,"Type 8: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Numeric
324,build_ss_energy_eff_8,"Type 8: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Numeric
325,build_ss_green_std_8,"Type 8: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
326,build_ss_non_haz_mate_8,Type 8: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Numeric
327,build_ss_disab_8,"Type 8: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
328,build_ss_plan_life_8,"Type 8: ##BUILD_SS_TYPE-RC## Planned/ designed economic life of the constructed  (-1: Don't know, 1: Years)",Numeric
329,build_ss_est_life_8,"Type 8: ##BUILD_SS_TYPE-RC## Estimated economic life of the constructed facility (-1: Don't know, 1: Years)",Numeric
330,build_ss_rework_8,"Type 8: ##BUILD_SS_TYPE-RC## Rework required and not completed prior to award en (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
331,build_ss_const_location_9,"Type 9: ##BUILD_SS_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
332,build_ss_conflict_9,"Type 9: ##BUILD_SS_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
333,build_ss_prefab_9,"Type 9: ##BUILD_SS_TYPE-RC## Did this facility include any major pre-fabricated  (-1: Don't Know, 0: No, 1: Yes)",Integer
334,build_ss_energy_eff_9,"Type 9: ##BUILD_SS_TYPE-RC## Energy efficiency standards required by the award (-1: Don't Know, 0: No, 1: Yes)",Integer
335,build_ss_green_std_9,"Type 9: ##BUILD_SS_TYPE-RC## Green building standards required by the award (e.g (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
336,build_ss_non_haz_mate_9,Type 9: ##BUILD_SS_TYPE-RC## Specifications and /or clauses requiring use of saf (),Integer
337,build_ss_disab_9,"Type 9: ##BUILD_SS_TYPE-RC## Did/Does the sub-award(s) incorporated design eleme (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
